id,satisfaction
93708,0
15307,0
8194,1
10311,1
47781,1
25090,1
80225,0
36251,1
32424,0
97427,0
92570,0
96271,0
67772,0
63943,0
82906,0
22832,0
43497,1
27257,1
22495,0
74512,1
122778,1
112588,0
94038,1
11226,0
22938,0
119345,1
32488,0
39522,1
2618,0
29113,0
48524,0
74085,1
118815,0
14253,0
77844,0
43832,1
74000,0
56718,0
123711,0
15900,0
122086,0
30688,0
44347,0
80521,0
63372,0
129540,1
55001,1
11174,0
37393,1
26831,0
122143,1
110601,0
9911,0
103675,0
116540,0
96574,0
43726,1
71277,0
51385,0
46321,1
30777,0
412,0
93624,1
124194,1
54086,0
114776,1
21256,0
36006,1
129530,1
47162,1
99991,1
122017,1
81197,0
24228,1
98566,0
117549,1
24452,1
52506,0
127230,0
47554,0
48272,0
36902,1
47000,1
71358,1
100351,0
128131,1
59271,1
36608,1
121263,0
16712,0
22022,1
59019,1
72926,0
95776,0
47318,1
31364,0
104372,1
82961,1
87906,0
11534,0
33680,1
105268,0
29117,0
113585,1
104955,0
13060,0
128738,0
43908,0
76882,1
36626,0
86574,0
15607,1
94892,1
91704,1
78909,1
110219,1
25915,1
82183,1
6802,0
74325,1
21216,1
119032,0
13650,1
7286,0
14336,0
48622,0
17810,1
127066,0
96512,0
86040,0
105204,0
12217,0
48544,0
30065,0
19928,0
122772,0
106274,0
57548,0
114903,1
13822,1
32828,0
24138,0
74440,1
127658,0
74641,1
67623,1
80620,0
29282,0
77895,0
34099,0
13199,0
129461,1
77884,0
115386,1
117910,1
32774,0
33755,0
19328,0
129650,1
1309,1
26826,1
75883,1
4661,0
85999,1
64039,1
73753,0
78395,0
111805,0
19403,0
40124,0
45729,0
83946,1
33009,0
58371,0
90203,0
104120,1
124849,0
77123,0
104611,0
37336,0
75015,0
48947,1
108414,1
60676,0
37035,1
41891,0
70571,0
4338,0
15964,0
96639,1
106005,1
63578,1
93879,0
120873,1
28205,0
44569,1
79044,0
83924,1
87679,0
122677,1
30511,0
65615,0
119596,1
40624,0
105440,1
6964,1
95839,0
49898,0
23127,0
75440,0
96698,1
20910,1
41533,0
6983,1
70108,0
119756,1
73442,0
73141,0
63506,0
64837,0
49287,1
955,0
90813,1
21866,1
44104,1
58512,0
75149,1
85236,0
3974,0
113008,0
15804,0
24367,1
53231,0
87683,0
84509,1
47586,1
43998,0
9223,1
129346,0
53032,1
20523,1
102646,1
10835,1
97798,0
7971,1
19331,0
72382,1
123573,0
115598,0
107826,0
64058,0
69022,0
35169,1
82719,0
45591,1
52903,1
56401,1
70548,1
9097,0
59234,1
31573,0
51594,1
33693,0
35215,0
17965,0
41080,0
5035,0
74141,0
24981,1
61257,0
116315,0
90924,1
30454,0
43417,0
31833,0
103464,0
101915,0
105006,1
65305,1
80381,0
41348,0
5825,0
42828,0
112942,0
121107,1
97557,1
52543,0
111988,0
19383,1
60045,1
31049,0
40475,1
18851,0
53638,0
84123,0
41856,1
35248,0
91710,0
63277,1
56922,0
9300,1
49637,1
38857,0
52857,1
41195,1
129286,1
13842,0
91569,1
103088,0
57223,0
9735,0
7518,1
96249,1
53388,0
106771,0
118043,1
114100,0
43129,0
113510,0
108448,1
19322,1
38790,0
119352,0
96284,0
70260,0
58514,0
55126,0
63077,0
124340,1
75764,0
3631,1
29412,0
121765,1
11640,0
117986,0
105222,1
53763,1
93948,0
2251,0
41686,0
100137,1
129721,0
109085,0
71567,0
73696,1
45998,0
125252,0
20294,0
123386,0
49994,0
62729,1
1383,0
27185,0
77320,0
26797,1
88194,0
91467,1
93229,0
73049,1
2123,1
100441,1
30901,1
85467,1
120400,0
103612,0
112616,0
18045,1
10657,1
83709,0
112429,0
105809,0
6313,1
86731,0
56592,1
28504,1
73746,0
62378,1
42905,1
86155,0
116276,0
25351,1
121730,0
21975,0
10654,1
89175,0
87902,1
28960,0
68474,1
14880,0
93577,1
113790,0
70841,0
37929,0
10152,0
86710,1
116161,1
78051,0
24003,1
28746,1
99649,0
113567,1
26855,0
94631,0
59751,1
112928,0
2898,0
39717,0
28061,0
73486,1
126224,1
20308,0
38446,0
43128,1
107636,1
30141,0
104185,0
121619,0
115210,0
12778,1
37503,0
24310,0
6511,1
108345,0
116139,0
35841,0
25220,0
18081,0
62715,1
69862,0
47885,1
92241,0
80364,0
21182,0
119238,1
87390,1
84184,0
117690,1
7780,0
65586,0
89717,1
22258,1
58903,1
29210,0
30327,0
92631,0
55769,0
99662,0
102131,1
125834,1
111523,0
100877,0
59912,0
55356,0
50403,0
10023,0
75570,0
77914,1
77820,0
34754,0
118777,0
41200,1
120391,1
40839,0
124948,0
106979,1
31950,1
754,1
61312,1
105805,0
83736,0
86964,1
117151,0
129471,0
60122,0
66711,1
117256,0
13014,0
82365,0
76867,0
41105,1
24353,0
29244,0
104337,0
127596,1
99863,0
115144,1
26442,0
112462,0
69182,0
54065,1
48645,0
34700,1
83889,0
91417,0
89741,0
37814,0
74867,0
79747,1
30699,0
10286,1
7445,0
57680,1
67508,1
26718,0
52423,0
5923,0
15814,0
32055,1
106406,0
73635,1
16759,1
7772,1
67826,0
89824,0
78634,1
95987,1
83619,0
113549,0
56817,0
34956,0
55788,1
96173,1
99997,1
81174,1
89220,1
72365,1
29105,0
20144,1
106519,1
87760,1
123588,0
11821,1
51905,0
81103,0
48033,0
42447,1
64181,1
77813,0
1747,0
57664,0
70049,0
26587,1
69270,0
111810,0
13702,0
21173,0
70121,1
39018,0
21375,0
67805,1
623,0
123379,1
121372,0
29324,0
126024,1
4967,0
5346,0
57729,1
25816,0
74564,0
63540,0
24794,0
122538,1
103582,1
56611,0
28420,1
4202,1
51912,0
77455,1
34384,1
108583,1
47534,0
56356,0
120922,1
58177,0
118731,0
90511,1
97971,1
125628,0
27597,0
63620,1
7313,0
60808,0
60691,0
59181,1
12914,0
116840,0
69667,0
25165,1
44810,0
61480,0
18837,1
14815,1
99451,1
26730,1
72833,0
35839,0
85083,0
30869,1
68537,0
128680,0
22701,0
648,0
118114,1
126525,0
19161,0
115947,1
30140,0
90391,1
101207,0
97585,0
84479,0
100862,1
104965,1
34543,1
44756,0
2808,0
55878,1
73367,1
74797,1
51402,0
71178,0
60445,1
20052,0
6544,0
572,0
108243,0
125423,1
92598,1
78532,0
26676,0
54,1
27765,0
724,0
105173,0
84681,0
125038,0
38551,0
83080,1
49286,1
116830,1
63965,1
126654,0
66822,1
79070,0
66385,0
31441,1
345,0
122391,0
14185,0
22414,0
128342,1
36866,0
24989,0
29576,1
101347,0
124722,0
61125,1
84166,0
87276,0
98810,1
37071,0
41247,0
66358,0
62949,1
9050,0
11606,0
118301,1
32719,1
52943,1
79471,0
89316,0
108588,1
1626,1
27153,0
103994,1
37592,0
103408,0
72953,1
106645,1
115998,0
37062,1
99461,1
120454,0
6833,0
86291,0
70596,1
3434,0
54096,0
123751,1
88288,1
51598,0
36438,0
52606,1
6987,1
13545,0
29602,1
104614,0
31371,0
79357,0
68285,0
107805,1
61490,0
104490,0
77862,0
20905,1
28980,1
86246,0
81750,1
87702,0
67831,1
68217,1
38966,1
93108,1
113400,0
60747,1
55988,1
72178,1
117305,0
37889,0
34871,0
92768,1
119464,0
10537,1
53491,0
121455,1
67545,0
1314,1
94600,1
7171,0
46310,1
123935,0
105931,0
33450,0
80905,1
7788,1
98656,1
95371,0
79030,0
4517,0
57978,0
25412,0
61713,0
52626,1
127542,0
88620,0
64550,1
48895,0
38449,1
65560,1
32993,0
13502,1
2173,0
48856,1
59146,0
31611,1
51347,1
6276,0
63905,0
77054,1
89004,1
105694,1
35834,0
56536,0
99710,1
87573,0
80180,0
56048,0
107581,0
61166,1
117683,1
57563,1
99619,1
107647,1
74252,0
62533,1
71707,0
96560,1
14811,0
122911,1
28742,1
107288,0
15304,0
42439,0
73048,0
97924,1
77121,0
126248,0
105452,0
125298,1
81252,0
122104,0
27857,1
81002,0
99618,1
55360,0
113171,0
121782,1
38897,1
38145,0
62969,1
47189,0
113800,1
70782,0
9604,0
31589,0
56134,1
12972,1
127983,0
56174,0
116298,0
77985,0
25107,1
126039,1
2224,1
58557,0
35672,1
1790,1
6976,1
125953,1
101640,1
121004,0
83846,0
122445,1
72245,1
116814,1
36541,1
67369,1
73865,1
101040,1
74672,1
99763,0
34622,1
24728,0
99280,1
52688,1
39864,1
75491,0
41909,0
120670,0
81571,0
89443,0
123749,0
30970,0
122511,0
79995,0
116226,0
68016,0
88328,0
117198,0
38687,0
96493,0
59461,1
23374,0
69653,0
13405,1
122703,0
72292,0
19474,0
14088,0
121998,1
124984,1
89674,0
105723,0
84873,0
111159,0
82773,0
22778,0
106793,0
66432,0
2784,0
44334,1
105174,0
129036,1
4601,0
125404,0
64238,0
37229,0
32894,0
92601,0
42458,0
81057,0
116563,1
28716,1
100696,0
119588,0
76710,0
120333,0
28084,1
43446,1
103072,0
77232,1
109837,1
90117,0
42383,0
36445,1
78366,0
14252,1
125288,0
38881,0
129781,0
101205,0
10260,0
127092,0
54690,0
39460,0
43026,0
11951,1
120674,1
30053,1
59374,0
125229,0
4264,1
43498,0
14650,1
99240,1
58974,0
1840,0
116867,0
126055,1
109567,0
113808,1
20691,0
68786,1
114554,0
64111,1
109374,0
51769,0
53471,0
81486,0
27820,1
109343,0
71950,1
27780,1
4727,1
25969,1
73609,1
106644,0
79559,1
110967,0
89494,0
8195,0
113272,1
25628,1
515,1
124214,0
121646,0
98967,1
81883,0
112479,0
103058,0
16009,1
8972,0
92364,1
121174,0
71391,1
67573,0
128705,0
21068,0
67570,1
61749,1
125135,0
55549,0
96023,1
78437,1
114719,0
55397,0
113489,0
66058,0
17723,1
28169,0
12449,0
112309,1
123737,1
106866,1
111069,0
85212,0
92896,0
114705,0
119101,1
39572,0
94244,1
769,1
80195,0
974,0
53360,1
123551,1
18758,1
18971,0
118263,1
75489,1
14930,0
49829,1
106632,0
60517,0
40888,1
96288,0
61132,1
125338,1
9229,0
83528,0
46138,0
49544,0
107125,1
29620,1
47324,1
6362,0
87,0
11230,0
114345,0
77076,0
97456,1
3676,0
52120,1
21570,0
68107,1
100541,0
40288,0
94437,1
85045,1
125592,1
48234,0
88291,0
73178,1
22684,0
101396,0
68930,1
68954,0
63827,1
109438,1
41285,1
17773,1
44995,0
125488,0
60874,1
9854,0
114208,0
63178,1
95873,0
1036,1
30351,0
123391,1
111860,1
107519,0
18700,1
801,1
10633,1
83998,0
75202,0
47686,0
73731,0
111052,0
39185,0
90366,1
51400,0
40401,1
88862,0
62177,0
77788,0
84672,1
107722,0
65077,0
117010,0
21883,1
68114,0
104822,0
33785,0
84560,0
26208,0
117721,0
115695,1
99946,0
104044,0
71947,1
3621,0
82916,0
18669,0
95728,0
4422,1
88144,1
64411,1
60978,0
101233,0
85450,1
102474,0
114500,0
36791,0
25368,1
86226,0
97164,0
17174,1
2981,0
56007,1
30434,1
68109,0
72887,1
72940,0
4384,0
81658,1
87180,1
79868,1
81239,0
33528,0
71189,1
121155,0
51822,1
45291,0
31623,1
109823,1
42949,1
118663,1
88839,0
122697,0
37455,1
12805,1
8581,0
96110,0
30791,0
6417,0
110242,0
79344,1
4122,0
10909,0
5503,0
112537,0
71794,1
97690,0
67068,0
42309,0
29199,0
65770,0
87499,0
118654,0
106086,1
41821,0
26073,0
111139,0
44805,0
129129,1
85849,0
113737,0
70440,0
26661,0
114052,1
43542,1
74646,0
27341,1
105035,0
21799,0
23454,0
84381,0
1603,0
86323,1
116965,1
37636,0
17855,1
95169,0
30115,0
114820,1
105567,1
17915,1
23116,1
49234,1
75590,0
54943,0
27446,0
62243,0
91443,1
28672,0
101809,1
68631,1
93224,0
56970,0
29922,0
110649,0
58263,0
72836,0
64404,1
108357,0
32305,1
98747,0
99409,1
30382,1
14836,1
98087,1
91967,0
14032,1
105394,0
114025,0
15387,1
70553,1
46968,0
100345,0
77495,1
47211,0
27076,0
110801,0
37945,1
115666,0
22192,0
116374,0
59621,0
66213,0
50455,1
109267,0
49345,0
78910,1
62143,1
34788,0
79166,1
54145,1
22803,0
39066,1
2953,1
118883,0
8606,0
30989,0
93201,0
67226,0
31246,0
53810,0
33547,0
31792,1
109044,0
84959,0
51434,0
128601,1
73783,1
27310,0
77412,0
71880,0
92153,0
23223,1
57446,1
34018,0
79125,0
83519,0
33984,1
19147,0
115784,1
105217,1
109207,1
13856,0
76447,1
47209,0
51605,1
120702,0
77277,0
84135,1
39810,0
28636,1
119614,0
12651,0
68370,0
55039,0
31075,0
59279,1
48732,1
53180,1
67954,1
8392,1
114716,1
107364,0
71408,1
12810,0
38887,0
104589,1
128857,1
89318,0
70877,0
46286,0
50074,1
93205,1
99910,0
68804,0
68097,0
33132,0
18687,0
70854,0
14900,1
122868,0
13766,0
34887,1
114212,0
36220,1
123582,0
93250,1
68352,0
101580,1
62749,0
80391,0
78116,0
69755,0
105937,0
42314,0
6698,1
86967,0
113902,0
81505,0
47140,1
29941,1
33168,0
99023,1
118530,1
102965,1
112161,0
64880,1
6048,0
105507,1
81958,1
14035,0
59693,0
126352,0
81477,0
114522,1
15301,0
31376,0
119992,0
84590,1
119361,1
80796,1
91342,0
42654,0
82573,0
57893,1
85766,1
68973,0
5360,0
96948,1
99472,0
76581,1
92521,0
32050,1
10573,1
34052,1
13311,1
76222,1
60161,0
73341,1
62348,1
22356,0
779,1
580,1
128318,1
53786,1
20949,0
59381,1
6474,0
45916,0
110324,1
60718,0
63336,1
76995,0
12469,0
114344,0
117487,0
107431,0
62395,0
33076,0
14682,1
27482,0
32076,1
44460,1
110660,0
77063,0
124303,0
29768,0
2716,0
94693,1
5918,0
37178,0
71827,1
87504,1
36725,0
42618,0
62700,1
11492,0
74071,1
121785,1
3340,0
95223,0
25675,0
43167,0
16323,0
117329,0
75001,1
22250,0
78182,0
11406,1
2718,1
114009,0
3765,0
124983,1
17334,0
15858,1
122045,0
60763,0
111866,1
40141,0
79496,0
80285,1
15845,0
54699,1
112248,1
65280,0
5272,0
92667,0
44037,1
23108,1
34608,0
100454,1
87653,0
33537,1
81946,0
123899,0
39315,0
27231,1
82339,0
58336,0
95528,0
112689,0
44791,0
43199,0
101778,0
52919,1
57137,0
54778,0
9180,0
11800,0
61861,0
72385,1
59479,1
8166,1
9920,0
10242,1
53309,0
98344,1
103158,1
51261,1
40567,0
50292,1
40140,0
122949,1
57492,1
80692,0
73879,0
83983,1
7004,0
55123,0
104400,0
44352,1
111708,1
13306,1
37246,0
31219,0
14315,0
26882,1
2011,0
62931,1
12620,0
58402,0
9070,1
117902,1
42068,0
127591,0
26729,1
11653,1
127948,1
44573,0
95812,0
110437,0
100494,1
3927,0
126303,0
39516,1
29190,0
48927,1
53704,0
101255,1
44074,0
18828,1
14779,0
70538,1
68712,1
125078,1
56837,1
535,1
82593,0
98837,1
51514,1
21371,0
70635,1
23763,0
59270,0
101078,0
105265,0
8336,1
127882,0
106903,0
63272,1
27469,0
37278,0
103939,0
125917,0
45151,1
48571,0
55034,0
123286,1
45820,0
75634,0
5394,0
55260,1
66454,0
69515,1
75683,0
91702,0
72511,0
51410,0
33234,0
66310,1
18582,0
46352,0
79425,0
87697,0
50049,0
9491,0
66943,1
82689,0
117735,0
102662,1
83558,0
54317,1
106705,0
41341,0
65710,1
74694,0
82867,0
50783,0
119217,0
38621,1
35067,0
36685,0
7545,1
123616,0
32976,0
33841,1
22331,1
127202,1
8321,0
5423,0
104937,1
49789,1
27394,1
129217,0
124162,1
85588,0
57903,0
17210,0
88058,1
58086,0
17220,1
86697,1
29977,0
66569,1
83438,0
55613,0
18893,0
47966,0
93052,1
56926,1
69257,1
34449,0
97510,1
28818,1
89805,0
37754,0
3024,0
121173,0
12171,1
114682,1
66576,0
44773,0
74985,0
48993,1
33170,0
93202,1
94094,0
66938,1
70061,0
45500,0
120551,0
111227,0
22277,0
118110,0
127726,1
83378,0
116396,0
27570,0
17553,0
52933,0
69236,0
5589,1
116397,0
86060,1
44742,0
10421,1
71475,0
123112,0
117112,0
83221,1
110727,1
105060,0
77494,0
122293,0
5198,1
119912,0
9745,1
10403,1
60068,0
129629,1
15115,0
56655,0
17656,1
43515,0
103686,0
100261,1
2566,0
36954,0
85887,0
112790,1
48562,0
29431,1
76375,0
7348,1
102585,0
120820,1
30570,1
129632,1
111435,1
99051,1
91089,0
9218,0
44142,0
8662,0
77313,1
24091,1
129799,0
8907,1
60755,0
7475,1
13904,1
24207,0
127387,1
32102,0
60923,0
74301,0
123959,0
17522,0
12026,1
119692,1
14064,0
45126,0
36410,0
77677,0
93080,1
29286,0
28414,0
21840,1
42486,0
49355,1
46728,0
34516,0
7236,1
85813,0
76379,0
35230,0
127167,0
56679,0
54901,0
30642,0
49038,0
65666,1
77986,0
69194,1
104096,0
24109,0
117444,0
103292,0
62028,1
117607,1
115217,1
78888,0
60946,0
74656,0
106036,0
80877,0
55426,1
66392,1
31173,0
117447,0
62437,1
75660,0
100582,1
13287,0
10685,1
63255,1
114748,1
90641,0
65806,0
123657,1
105042,0
13900,0
7618,1
27420,1
996,0
101160,0
47483,0
62757,1
70036,1
115693,0
80458,1
91302,0
3638,1
19415,1
55903,1
99068,0
81224,0
115684,1
1429,1
23577,1
28006,1
68393,1
42303,0
19419,0
60093,1
76117,1
32336,0
43200,1
9789,0
35739,1
100988,0
78426,1
60870,0
25531,0
7880,0
88304,0
55153,0
72204,1
7159,1
37224,1
6894,1
88038,1
120011,1
98052,0
128984,0
84774,0
69358,1
66338,0
408,0
54566,1
70576,1
70236,1
22909,1
96609,1
84781,1
100336,0
105982,0
50277,1
120722,0
126881,0
24965,0
66197,0
96113,1
67483,0
73479,0
12632,1
57387,1
6534,1
102668,1
34710,1
104713,1
14787,1
119874,1
45527,0
23970,1
80331,0
25682,0
14560,0
112391,0
124711,0
1896,1
89848,0
105539,1
62398,0
61386,1
95491,1
27775,0
85022,0
25778,1
109225,0
71928,0
62473,0
113983,1
28690,1
128718,1
78035,1
97863,1
84867,1
47932,0
119302,0
76644,0
8026,1
36504,1
85490,1
6978,1
93212,0
84183,1
67968,0
45719,0
109062,0
114835,1
100982,1
63793,0
53580,0
58033,1
72620,0
60598,1
115292,0
96135,0
107633,0
79516,1
29681,1
24613,0
81952,1
109154,1
2018,1
22363,1
54312,1
13977,0
4849,0
78821,0
19409,0
1491,0
91845,0
92791,0
38522,1
24309,1
70599,1
55386,0
52337,0
58253,1
86750,1
50911,0
105702,0
61818,0
95500,1
36435,0
79734,0
71907,0
97307,1
51029,0
34313,0
95908,1
17612,1
91370,0
56813,1
91908,0
92527,1
58544,0
54336,0
114069,1
22676,0
50358,1
8408,0
35769,1
42679,1
57490,0
43974,1
92016,1
104863,0
11993,0
81354,0
45486,0
48595,0
17657,0
54905,0
31194,0
80566,1
110750,1
104994,0
115021,1
75783,0
34660,1
